1,0.0286,26.2
2,0.1314,19.17391304347826
3,0.0914,17.75
4,0.0057,18.0
5,0.0343,19.833333333333332
6,0.0114,19.5
7,0.0057,19.0
8,0.2057,19.72222222222222
9,0.0057,19.0
10,0.0171,18.0
11,0.9771,16.0
12,0.0114,20.0
13,0.0171,19.666666666666668
14,0.3600,23.523809523809526
15,0.0229,19.75
16,0.0400,17.571428571428573
17,0.0286,18.4
18,0.0514,17.0
19,0.0286,18.0
20,0.3543,17.629032258064516
21,0.0800,18.357142857142858
22,0.0800,18.071428571428573
23,0.2286,18.0
24,0.0686,17.666666666666668
25,0.0286,19.6
26,0.0057,19.0
27,0.0800,17.357142857142858
28,0.0743,17.923076923076923
29,0.0286,20.0
30,0.0114,19.0
31,0.2914,19.49019607843137
32,0.0229,15.0
33,0.0914,16.1875
34,0.0686,18.5
35,0.0629,19.818181818181817
36,0.1429,18.24
37,0.1257,18.954545454545453
38,0.0114,19.0
39,0.0343,19.833333333333332
40,0.0114,21.5
41,0.3829,22.0
42,0.9714,20.688235294117646
43,0.2457,22.372093023255815
44,0.4286,18.466666666666665
45,0.0629,19.90909090909091
46,0.0114,20.0
47,0.1314,21.608695652173914
48,0.0686,18.0
49,0.0914,18.0625
50,0.0457,19.875
51,0.0057,20.0
52,0.1714,17.066666666666666
53,0.0457,19.0
54,0.0171,19.333333333333332
55,0.0171,19.333333333333332
56,0.0229,19.5
57,0.0057,19.0
58,0.0514,19.666666666666668
59,0.0171,20.0
60,0.9771,12.0
61,0.1143,18.05
62,0.0171,17.0
63,0.1257,17.90909090909091
64,0.0114,19.5
65,0.1829,17.90625
66,0.0229,18.0
67,0.0229,18.25
68,0.0571,19.9
69,0.0286,19.8
70,0.0343,19.833333333333332
71,0.0114,18.5
72,0.0286,19.8
73,0.0114,20.0
74,0.0171,19.666666666666668
75,0.0171,20.0
76,0.1943,21.264705882352942
77,0.0514,19.77777777777778
78,0.0457,20.0
79,0.1714,18.133333333333333
80,0.0571,19.3
81,0.0400,19.142857142857142
82,0.1086,19.473684210526315
83,0.0971,10.0
84,0.3714,20.0
85,0.3714,10.0
86,0.9829,29.0
87,0.9771,27.970760233918128
88,0.9771,27.0
89,0.9771,14.0
90,0.9771,29.0
91,0.1029,20.0
92,0.1029,10.0
93,0.1829,17.75
94,0.1714,9.0
95,0.1429,18.0
96,0.1429,9.0
97,0.0800,19.0
98,0.0800,9.5
99,0.0057,20.0
100,0.0057,10.0
101,0.1486,18.0
102,0.1486,9.0
103,0.0171,20.0
104,0.0171,10.0
105,0.1314,18.08695652173913
106,0.1314,9.043478260869565
107,0.1543,17.74074074074074
108,0.1429,9.04
109,0.0971,17.88235294117647
110,0.0971,8.941176470588236
111,0.0171,18.0
112,0.0171,9.0
113,0.2057,20.0
114,0.2057,10.0
115,0.0400,18.285714285714285
116,0.0400,9.142857142857142
117,0.0571,17.1
118,0.0457,9.0
119,0.1029,20.0
120,0.1029,10.0
121,0.0857,27.533333333333335
122,0.1200,29.095238095238095
123,0.0229,27.5
124,0.0343,28.333333333333332
125,0.0571,30.1
126,0.0057,30.0
127,0.0286,28.0
128,0.0114,29.5
129,0.0914,28.8125
130,0.0114,29.0
131,0.0057,29.0
132,0.0571,30.4
133,0.1029,25.833333333333332
134,0.0057,29.0
135,0.0686,27.333333333333332
136,0.1143,27.35
137,0.0171,29.666666666666668
138,0.0971,27.058823529411764
139,0.0114,29.0
140,0.0114,30.0
141,0.0057,30.0
142,0.0857,29.2
143,0.0800,32.0
144,0.0229,28.75
145,0.0057,29.0
146,0.0171,28.0
147,0.0686,32.333333333333336
148,0.0057,26.0
149,0.0057,27.0
150,0.0229,29.5
151,0.0114,30.0
152,0.0286,30.0
153,0.0343,26.666666666666668
154,0.0629,25.636363636363637
155,0.0171,26.666666666666668
156,0.0857,27.133333333333333
157,0.0800,30.214285714285715
158,0.0743,26.615384615384617
159,0.0457,27.375
160,0.0057,27.0
161,0.1200,26.0
162,0.0057,32.0
163,0.0171,26.333333333333332
164,0.0114,27.5
165,0.0114,26.0
166,0.0229,27.0
167,0.0400,26.571428571428573
168,0.0057,27.0
169,0.0343,27.333333333333332
170,0.0343,26.666666666666668
171,0.9771,32.0
