172,0.0514,31.77777777777778
173,0.0057,28.0
174,0.0114,27.5
175,0.0457,27.5
176,0.0114,27.0
177,0.0114,32.0
178,0.0114,28.5
179,0.0286,28.2
180,0.0400,26.714285714285715
181,0.0286,30.4
182,0.0114,30.5
183,0.0057,30.0
184,0.0800,28.642857142857142
185,0.0171,28.333333333333332
186,0.0457,28.875
187,0.0686,28.416666666666668
188,0.0229,29.5
189,0.1086,28.05263157894737
190,0.0057,28.0
191,0.0743,29.076923076923077
192,0.1771,25.387096774193548
193,0.0000,0.0
194,0.0000,0.0
195,0.0114,26.5
196,0.1086,26.42105263157895
197,0.0229,28.0
198,0.0286,28.0
199,0.0514,27.0
200,0.0114,27.5
201,0.0800,26.5
202,0.0114,26.5
203,0.0400,26.285714285714285
204,0.1029,43.22222222222222
205,0.0514,27.0
206,0.0686,32.833333333333336
207,0.0057,34.0
208,0.0571,29.1
209,0.0743,30.846153846153847
210,0.0914,26.1875
211,0.0514,18.77777777777778
212,0.0514,9.444444444444445
213,0.0171,14.666666666666666
214,0.0057,9.0
215,0.0514,16.0
216,0.0514,8.0
217,0.0114,18.0
218,0.0114,9.0
219,0.9771,16.0
220,0.6914,8.0
221,0.0286,21.8
222,0.0229,10.0
223,0.0400,18.285714285714285
224,0.0400,9.285714285714286
225,0.0286,16.2
226,0.0171,9.0
227,0.0171,17.0
228,0.1200,12.619047619047619
229,0.0114,18.0
230,0.0114,9.0
231,0.0800,19.714285714285715
232,0.0800,9.928571428571429
233,0.0114,9.0
234,0.9886,17.01156069364162
235,0.0857,20.0
236,0.0800,10.0
237,0.1029,17.27777777777778
238,0.0971,9.0
239,0.0400,18.285714285714285
240,0.0400,9.142857142857142
241,0.0286,20.0
242,0.0286,10.0
243,0.1943,16.0
244,0.1943,8.0
245,0.2114,15.783783783783784
246,0.2000,8.0
247,0.0514,16.88888888888889
248,0.0514,8.666666666666666
249,0.1371,15.666666666666666
250,0.1257,8.0
251,0.0343,26.666666666666668
252,0.0457,19.0
253,0.0457,9.625
254,0.0114,19.0
255,0.0114,9.5
256,0.2286,18.0
257,0.2400,9.214285714285714
258,0.0400,17.857142857142858
259,0.0400,9.142857142857142
260,0.0571,18.8
261,0.0571,9.4
262,0.1257,16.954545454545453
263,0.1143,8.95
264,0.0571,17.4
265,0.0571,9.0
266,0.1314,17.043478260869566
267,0.1200,9.0
268,0.4114,15.26388888888889
269,0.0571,17.4
270,0.1600,15.142857142857142
271,0.0571,15.3
272,1.0057,8.0
273,0.4686,17.0
274,0.1143,16.65
275,0.4800,15.988095238095237
276,0.2514,15.045454545454545
277,0.1143,15.0
278,0.1086,14.842105263157896
279,0.1943,15.117647058823529
280,0.5257,18.141304347826086
281,0.0057,15.0
282,0.1829,14.90625
283,1.0057,8.0
284,0.0686,16.583333333333332
285,0.0743,17.46153846153846
286,0.1143,15.4
287,1.0229,12.027932960893855
288,0.0057,15.0
289,0.0057,17.0
290,0.0629,15.545454545454545
291,0.9771,19.0
292,0.3943,2.0
293,1.0057,12.0
294,1.0057,12.0
295,0.9771,0.5
296,0.6971,0.5
297,1.0057,12.0
298,1.0057,7.0
299,0.0057,18.0
300,0.0057,9.0
301,0.0571,12.0
302,0.0571,10.0
303,0.0057,18.0
304,0.0057,9.0
305,0.0114,20.0
306,0.0114,10.0
307,0.0286,27.0
308,0.0057,27.0
309,0.0114,18.0
310,0.0114,9.0
311,0.0057,31.0
312,0.0057,20.0
313,0.0057,29.0
314,0.0114,20.0
315,0.0229,20.0
316,0.0057,29.0
317,0.0057,20.0
318,0.0057,16.0
319,0.0400,29.857142857142858
320,0.0057,27.0
321,0.0057,20.0
322,0.0057,18.0
323,0.0114,18.0
324,0.0057,30.0
325,0.0057,16.0
